SURVEY_DATE,EURO-SUPER_95,AUTOMOTIVE_GAS_OIL,LPG,METHANE,LNG,HEATING_GAS_OIL,RESIDUAL_FUEL_OIL,HEAVY_FUEL_OIL
2019-11-11,1573.73,1470.29,610.34,0,0,1313.25,865.3,482
2019-11-18,1573.81,1469.99,609.29,0,0,1318.07,863.5,479.44
2019-11-25,1576.5,1470.24,609.26,0,0,1316.75,866.1,485.22
2019-12-02,1580.78,1476.32,612.97,0,0,1323.11,866.5,485.33
2019-12-09,1580.43,1476.08,615.34,0,0,1321.86,875.5,499.89
2019-12-16,1578.01,1474.37,616.34,0,0,1323.46,879,510.44
2020-01-06,1590.14,1489.21,631.76,0,0,1334.18,897.6,539
2020-01-13,1593.76,1493.37,641.89,0,0,1333.43,910.9,574.33
2020-01-20,1587.11,1488.57,643.87,0,0,1319.68,898.5,553.78
2020-01-27,1587.13,1482.32,644.01,0,0,1303.61,890.4,534.67
2020-02-03,1570.49,1468.97,643.65,0,0,1293.93,881.5,514
2020-02-10,1554.68,1450.67,635.9,0,0,1287.14,854.64,488
2020-02-17,1547.14,1441.36,633.76,0,0,1285.82,850.73,495.88
2020-02-24,1545.5,1439.42,630.99,0,0,1290.36,854.18,496
2020-03-02,1540.15,1432.16,627.91,0,0,1247.64,811.73,445.75
2020-03-09,1522.31,1414.2,621.1,0,0,1244.21,814.36,443.88
2020-03-16,1496.59,1389.03,616.6,0,0,1168.86,759.27,371.13
2020-03-23,1477.47,1368.48,615.6,0,0,1140.57,708.45,322.5
2020-03-30,1456.54,1347.81,615.94,0,0,1157.18,715.82,302.38
2020-04-06,1436.81,1328.02,607.32,0,0,1119.11,687.45,287
2020-04-13,1422.27,1315.6,601.65,0,0,1125.61,694.18,304.63
2020-04-20,1411.26,1306.43,601.23,0,0,1092,679.27,295.13
2020-04-27,1391.61,1287.06,598.97,0,0,1061.43,616.55,278.75
2020-05-04,1374.28,1267.15,597.69,0,0,1051.46,635.91,283.13
2020-05-11,1362.01,1252.79,595.32,0,0,1066.18,643.55,304.75
2020-05-18,1356.75,1247.39,593.8,0,0,1069.93,671.5,312.63
2020-05-25,1366.77,1256.37,593.22,0,0,1087.89,698.55,353.44
2020-06-01,1371.48,1260.85,592.93,0,0,1089.68,698,350
2020-06-08,1371.01,1260.4,593.2,0,0,1102.43,710.45,366.22
2020-06-15,1377.77,1266.49,593.45,0,0,1092.79,706.27,367
2020-06-22,1385.38,1273.05,593.54,0,0,1110.29,714.36,377.78
2020-06-29,1399.18,1285.53,594.31,0,0,1112.39,711.18,375.67
2020-07-06,1400.83,1287.79,593.79,0,0,1125.14,716.18,385
2020-07-13,1403.8,1290.32,594.2,0,0,1125.89,715.91,385.56
2020-07-20,1404.6,1290.83,594.31,0,0,1127.46,704.55,365.22
2020-07-27,1403.56,1289.74,594.39,0,0,1127.54,703.09,364.33
2020-08-03,1401.66,1288.34,594.37,0,0,1118.29,697.45,358.33
2020-08-10,1397.66,1284.32,593.96,0,0,1120.75,695.73,362.89
2020-08-17,1398.23,1284.55,594.28,0,0,1119.71,696.82,363.78
2020-08-24,1399.68,1285.56,595.86,0,0,1115.79,695.09,361.89
2020-08-31,1400.08,1285.19,594.59,0,0,1110.96,692.73,362.78
2020-09-07,1398.48,1281.64,593.45,0,0,1099.14,683.82,351
2020-09-14,1392.04,1274.28,593.35,0,0,1086.14,675.18,344
2020-09-21,1388.7,1267.41,592.7,0,0,1090.46,682.45,355.89
2020-09-28,1389.54,1264.94,592.25,0,0,1084.18,677.64,353.56
2020-10-05,1388.24,1262.69,591.69,0,0,1087.18,680,354.11
2020-10-12,1388.63,1261,591.76,0,0,1088.75,689.82,368.33
2020-10-19,1389.14,1260.48,592.35,0,0,1088.93,691.64,369.22
2020-10-26,1387.72,1258.51,591.89,0,0,1085.36,690.36,367.89
2020-11-02,1383.88,1254.77,591.55,0,0,1069.79,677.18,354.89
2020-11-09,1378.34,1248.72,592.46,0,0,1072.5,677.64,364.56
2020-11-16,1385.46,1255.3,593.49,0,0,1089.29,690.09,380.11
2020-11-23,1393.24,1264.11,597.05,0,0,1097.21,692.09,379.44
2020-11-30,1403.62,1275.25,603.39,0,0,1117.96,713.45,392.22
2020-12-07,1409.34,1283.79,606.51,0,0,1127.64,716.45,393.44
2020-12-14,1412.51,1288.31,609.59,0,0,1132.86,725,402
2020-12-21,1427.58,1304.31,616.67,0,0,1141.39,733.64,407.44
2020-12-28,1434.07,1311.79,621.53,0,0,1139.79,729.09,410.89
2021-01-04,1441.5,1319.04,623.73,0,0,1144.64,728.18,408.22
2021-01-11,1450.07,1324.98,628.9,0,0,1152.64,742.55,420.33
2021-01-18,1465.98,1339.45,633.16,0,0,1166.18,759.91,435
2021-01-25,1476.16,1346.45,636.06,0,0,1165.61,772.09,439.11
2021-02-01,1479.99,1350.56,637.11,0,0,1171.82,767.45,433.11
2021-02-08,1488.9,1360.65,640.41,0,0,1184.5,784.27,460.22
2021-02-15,1500.43,1372.94,641.8,0,0,1198.64,792.55,480.44
2021-02-22,1518.55,1390.91,645.39,0,0,1219.75,799.82,494.11
2021-03-01,1536.58,1408.45,648.88,0,0,1236.32,805.64,508.44
2021-03-08,1549.65,1421.19,654.35,0,0,1234.68,808.18,524.11
2021-03-15,1566.15,1436.07,658.39,0,0,1252.5,810.55,523.56
2021-03-22,1578.77,1444.98,660.55,0,0,1241.18,795.18,506.22
2021-03-29,1575.35,1440.3,662.84,0,0,1237.68,787.27,496.56
2021-04-05,1574.22,1437.14,663.58,0,0,1239.71,790.18,503.44
2021-04-12,1573.52,1435.18,663.64,0,0,1237.11,789,497.56
2021-04-19,1574.45,1435.66,662.85,0,0,1238.82,811.91,510.56
2021-04-26,1577.01,1437.6,663.19,0,0,1237.71,802.27,502.11
2021-05-03,1578.94,1438.83,664.88,0,0,1241.39,806.18,505.78
2021-05-10,1587.82,1447.2,664.72,0,0,1247.32,812.36,508.33
2021-05-17,1593.07,1452.65,664.85,0,0,1246.96,806.36,500.89
2021-05-24,1592.41,1451.33,661.72,0,0,1245.82,794.36,490.67
2021-05-31,1590.02,1447.99,661.5,0,0,1250.21,795.36,494.67
2021-06-07,1599.04,1457.56,662.42,0,0,1259.39,802.73,508.11
2021-06-14,1605.46,1464.81,664.21,0,0,1269.11,805.82,510.89
2021-06-21,1614.47,1474.15,666.55,0,0,1279.07,818.91,522.22
2021-06-28,1624.61,1485.76,666.76,0,0,1282.14,826.36,530.22
2021-07-05,1634.34,1494.54,670.41,0,0,1291.46,833.36,540.44
2021-07-12,1649.6,1507.91,674.05,0,0,1292.71,839,533.89
2021-07-19,1655.26,1512.84,683.64,0,0,1298.29,832.18,538.89
2021-07-26,1653.59,1510.57,685.82,0,0,1293.61,831.27,532.44
2021-08-02,1655.53,1510.17,685.97,0,0,1297.79,835,539.78
2021-08-09,1657.41,1509.98,692.27,0,0,1290.89,824.73,526
2021-08-16,1656.16,1507.75,695.35,0,0,1287.96,825.45,529.89
2021-08-23,1652.39,1503.43,697,0,0,1277.04,811.91,511.11
2021-08-30,1650.23,1499.96,696.38,0,0,1290.93,826.09,531.22
2021-09-06,1655.19,1504.1,701.09,0,0,1297.07,836,546.67
2021-09-13,1662.09,1510.06,709.3,0,0,1294,835.82,545.44
2021-09-20,1670.67,1516.64,710.01,0,0,1308.43,847.27,556.22
2021-09-27,1676.36,1523.47,712.65,0,0,1327.07,871.73,565.89
2021-10-04,1686.89,1536.73,717.44,0,0,1356.36,887.27,590.78
2021-10-11,1713.07,1567.13,783.08,0,0,1375.04,893.82,604.22
2021-10-18,1733.84,1593.18,817.73,0,0,1403.96,911.18,615.89
2021-10-25,1745.84,1607.9,825.65,0,0,1406.64,920.73,617.22
2021-11-01,1749.25,1613.08,830.18,0,0,1406.64,918.09,613.78
2021-11-08,1750.76,1613.84,832.38,0,0,1396.18,913.18,603.22
2021-11-15,1749.56,1612.92,833.93,0,0,1406.5,917.36,614.44
2021-11-22,1746.87,1611.31,835.27,0,0,1398.39,914.27,612.11
2021-11-29,1742.76,1607.49,835.33,0,0,1402.43,923.91,623.44
2021-12-06,1732.9,1597.75,829.14,0,0,1367.82,896.09,579.44
2021-12-13,1725.35,1590.37,822.16,0,0,1384.68,898.36,595.89
2021-12-20,1722.46,1587.14,819.16,0,0,1388.25,897.64,592.22
2021-12-27,1719.59,1585.32,819.37,0,0,1394.11,897.91,594.78
2022-01-03,1723.06,1587.92,818.31,0,0,1393.75,906.45,606.89
2022-01-10,1733.4,1598.01,819.01,0,0,1422.64,917.27,621.89
2022-01-17,1754.31,1620.24,817.12,0,0,1436.82,926,626.89
2022-01-24,1778.64,1647.14,816.72,0,0,1466,933.09,658.11
2022-01-31,1796.72,1667.29,817.37,0,0,1479.88,950.18,665.22
2022-02-07,1819.32,1690.59,817.7,0,0,1500.08,977.09,675.78
2022-02-14,1835.26,1708.19,816.52,0,0,1508.84,980.55,678.56
2022-02-21,1849.94,1722.36,816.81,0,0,1515.16,986.36,684.89
2022-02-28,1868.86,1740.47,817.34,0,0,1564.64,1020,725.78
2022-03-07,1953.14,1829.33,853.55,0,0,1715.92,1109.36,827.78
2022-03-14,2184.58,2154.63,870.67,0,0,1820.8,1168.09,857.67
2022-03-21,2137.19,2124.56,876.81,0,0,1791.4,1157.36,782.22
2022-03-28,1870.44,1857.88,843.54,0,0,1841.88,1172.27,835.67
2022-04-04,1792.72,1788.17,829.69,0,0,1758.71,1156.91,798.44
2022-04-11,1765.36,1760.56,837.28,0,0,1737.44,1135.27,765.89
2022-04-18,1757.24,1750.73,838.93,0,0,1785.76,1155.91,787.33
2022-04-25,1766.28,1767.42,840.48,0,0,1792.83,1160.27,790
2022-05-02,1778.28,1791.12,844.79,0,0,1839.33,1179.45,804.78
2022-05-09,1808.27,1830.6,837.75,0,0,1827.79,1169.09,801.11
2022-05-16,1823.14,1827.96,834.31,0,0,1808.92,1168.18,795.89
2022-05-23,1873.11,1819.95,832.08,0,0,1785.74,1190,801.89
2022-05-30,1885.46,1812.79,830.89,0,0,1819.29,1205.27,814.56
2022-06-06,1940.54,1851.52,830.25,0,0,1899.71,1236.45,838.78
2022-06-13,2014.26,1935.27,829.79,0,0,1958.48,1260.27,858.56
2022-06-20,2063.48,2006.04,829.72,0,0,1991.41,1270.91,832.44
2022-06-27,2073.98,2033.83,829.63,0,0,2011.59,1270.45,806
2022-07-04,2065.05,2022.53,828.89,0,0,1972.42,1229.36,818
2022-07-11,2028.44,1981.63,826.76,0,0,1958.61,1262.27,799.44
2022-07-18,1988.71,1940.89,825.41,0,0,1947,1200.73,771.44
2022-07-25,1937.48,1894.46,823.58,0,0,1887,1199,791.56
2022-08-01,1877.15,1851.65,820.68,0,0,1884.09,1210.82,791.67
2022-08-08,1830.6,1811.28,808.98,0,0,1779.89,1193.2,763.33
2022-08-15,1770.22,1756.53,800.4,0,0,1750.94,1228.27,776.22
2022-08-22,1749.31,1744.4,805.11,0,0,1793.86,1212.91,769.33
2022-08-29,1761.48,1808.69,798.3,0,0,1870.71,1244.64,801.22
2022-09-05,1746.58,1838.4,802.29,0,0,1862.35,1215.2,759.56
2022-09-12,1722.22,1827.79,802.54,0,0,1825.04,1195.09,739.67
2022-09-19,1691.49,1803.09,800.58,0,0,1771.42,1186,734.56
2022-09-26,1656.12,1761.73,799.38,0,0,1789.38,1189.45,740.22
2022-10-03,1632.81,1738.33,796.66,0,0,1792.42,1184.64,738.44
2022-10-10,1659.78,1788.98,794.86,0,0,1894.96,1226.45,764.22
2022-10-17,1697.59,1882.67,793.71,0,0,1911.04,1233.82,750.89
2022-10-24,1691.24,1880.08,787.24,0,0,1882.22,1224.91,736.11
2022-10-31,1677.74,1865.54,777.79,0,0,1866.61,1223,742.11
2022-11-07,1687.73,1858.56,779.25,0,0,1848.91,1221.27,745.89
2022-11-14,1709.93,1852.46,776.94,0,0,1800.17,1206.73,732.11
2022-11-21,1697.11,1809.92,771.57,0,0,1742.17,1163.45,676.22
2022-11-28,1659.8,1747.93,768.3,0,0,1701.91,1143.45,657.22
2022-12-05,1689.44,1764.68,776.46,0,0,1697.75,1138.27,670.11
2022-12-12,1701.59,1770.08,784.92,0,0,1606.63,1097.82,621.67
2022-12-19,1662.96,1717.14,770.51,0,0,1647.71,1092.91,625.11
2022-12-26,1625.22,1689.77,777.6,0,0,1635.42,1099.18,638.89
2023-01-01,1644.09,1707.84,783.47,0,0,1652.71,1104.55,639.89
2023-01-09,1812.01,1868.13,809.54,0,0,1637.48,1104.91,632.67
2023-01-16,1813.58,1863.68,799.71,0,0,1651.57,1120.82,636.78
2023-01-23,1829.47,1875.1,797.85,0,0,1674.7,1129.73,645.22
2023-01-30,1871.31,1912.32,796.49,0,0,1663.83,1131.27,655.78
2023-02-06,1872.37,1897.04,792.57,0,0,1601.04,1108.64,642.22
2023-02-13,1859.74,1853.17,800.95,0,0,1571.29,1114.55,657.67
2023-02-20,1860.01,1836.58,803.24,0,0,1577.38,1110.73,658.22
2023-02-27,1856.45,1821.71,804.54,0,0,1567.58,1101.55,648.78
2023-03-06,1852.84,1809.06,802.63,0,0,1586.5,1111.27,659.56
2023-03-13,1859.93,1812.58,800.22,0,0,1571.17,1103.82,651.78
2023-03-20,1855.34,1801.8,797.97,0,0,1530.96,1071.09,607.89
2023-03-27,1850.86,1800.67,795.57,0,0,1519.52,1074.09,605.78
2023-04-03,1858.14,1766.77,793.5,0,0,1508.39,1075.91,617
2023-04-10,1875.28,1767.22,789.06,0,0,1523.36,1100.5,637.11
2023-04-17,1885.7,1766.49,783.92,0,0,1517.04,1090.27,637.33
2023-04-24,1877.95,1745.61,774.09,0,0,1480.39,1082.09,629.89
2023-05-01,1857.54,1710.83,772.03,0,0,1446.26,1070.64,618.11
2023-05-08,1834.76,1679.86,768.74,0,0,1415.91,1050.64,592.44
2023-05-15,1811.6,1654.14,762.22,0,0,1428.3,1044.64,597.22
2023-05-22,1807.54,1650.33,759.1,0,0,1433.91,1051.27,609.22
2023-05-29,1818.47,1662.3,756.81,0,0,1429.13,1052.45,610.78
2023-06-05,1822.23,1661.44,752.01,0,0,1424.39,1046.73,602.67
2023-06-12,1831.44,1668.44,739.83,0,0,1440.61,1058.36,611.89
2023-06-19,1840.97,1677.35,734.12,0,0,1449.39,1068.27,621.11
2023-06-26,1852.43,1690.32,727.54,0,0,1449.91,1065.27,618.33
2023-07-03,1846.49,1685.02,720.16,0,0,1444.7,1067.64,619
2023-07-10,1844.85,1683.77,715.81,0,0,1454.43,1069,623.22
2023-07-17,1859.58,1703.27,712.28,0,0,1470.09,1076.73,632.44
2023-07-24,1864.04,1709.59,709.56,0,0,1480.48,1076.45,627.89
2023-07-31,1897.95,1746.1,708.32,0,0,1538.77,1087.36,658.44
2023-08-07,1929.24,1796.41,708.49,0,0,1577.59,1129.18,685.89
2023-08-14,1939.06,1827.71,709.92,0,0,1604.04,1151.82,699.56
2023-08-21,1946.16,1845.34,715.85,0,0,1601.5,1140.09,691.78
2023-08-28,1947.72,1847.35,709.16,0,0,1627.3,1138.36,687.11
2023-09-04,1954.47,1855.61,707.34,0,0,1625.39,1138.64,689
2023-09-11,1969.59,1876.7,711.97,0,0,1661.74,1161.27,705.67
2023-09-18,1997.29,1924.02,714.83,0,0,1707.61,1186.18,719.67
2023-09-25,2001.89,1938.24,715.82,0,0,1711.78,1189.91,719.78
2023-10-02,1991.58,1932.12,716,0,0,1708.26,1189.36,720.22
2023-10-09,1962.69,1921.63,721.24,0,0,1647.91,1161.64,677.67
2023-10-16,1918.68,1897.3,723.24,0,0,1651.57,1171.45,686.78
2023-10-23,1895.48,1883.7,724.01,0,0,1662.3,1182.36,706.89
2023-10-30,1872.85,1865.34,725.33,0,0,1644.7,1171.09,689.56
2023-11-06,1854.2,1847.71,727.8,0,0,1626.3,1168.45,682.44
2023-11-13,1834.98,1824.28,725.75,0,0,1572.3,1123.3,658.22
2023-11-20,1815.68,1796.53,726.35,0,0,1554.43,1103,646.11
2023-11-27,1805.32,1785.41,724.33,0,0,1565.57,1104.5,628
2023-12-04,1797.06,1773.4,725,0,0,1546.25,1108.5,624.09
2023-12-11,1780.08,1753.7,726.01,0,0,1532,1080.3,609.36
2023-12-18,1765.91,1732.08,715.93,0,0,1507.88,1058.7,609.64
2023-12-25,1764.79,1725.19,721.23,0,0,1522.96,1069.1,619.64
2024-01-01,1772.05,1730.66,726.7,0,0,1516.38,1059.9,615.64
2024-01-08,1773.66,1730.54,728.6,0,0,1511.22,1084.1,614.09
2024-01-15,1768.94,1724.52,719.65,0,0,1525.42,1093,630.91
2024-01-22,1777.8,1734.14,718.53,0,0,1535.08,1068.5,624.73
2024-01-29,1811.86,1766.89,717.43,0,0,1553.08,1078.8,643.27
2024-02-05,1826.72,1785.61,718.14,0,0,1569.17,1101.6,642
2024-02-12,1839.98,1801.49,723.42,0,0,1582.83,1106,642.91
2024-02-19,1863.91,1832.56,724.63,0,0,1593.79,1112.6,646.91
2024-02-26,1858.97,1826.36,724.13,0,0,1564.63,1105.7,654.91
2024-03-04,1851.97,1812.73,723.45,0,0,1552.79,1107.9,659.09
2024-03-11,1852.73,1800.71,721.82,0,0,1547.38,1104.4,657.27
2024-03-18,1851.39,1789.97,721.75,0,0,1559.25,1104.9,658.73
2024-03-25,1877.18,1800.72,721.51,0,0,1559.04,1108.5,663.91
2024-04-01,1887.2,1793.05,723.31,0,0,1542.74,1112.4,672.64
2024-04-08,1900.79,1798.77,722.92,0,0,1563.52,1110.4,667.55
2024-04-15,1913.74,1806.87,720.96,0,0,1566.13,1114.1,668.91
